,rowlabel,split,sex,yrsarea,resyrago,work2,tenure1,livharm1,agegrp7,ethgrp2a,educat3,rural2,edeprivex,wdeprivex,IndivWgtx,cause2m,walkdark,walkday,homealon,wburgl,wmugged,wcarstol,wfromcar,wraped,wattack,wraceatt,worryx,bcsvictim,rubbcomm,vandcomm,poorhou,antisocx
8461,136904310,C (Crime prevention and security),Female,10 years but less than 20 years,,No,Own it outright,Single,75+,White,Degree or diploma,Rural,5.0,,0.7738042,,,,,Not very worried,Not very worried,,,Not at all worried,Not very worried,Not at all worried,-0.5142137,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8462,136531240,D (Online Security),Female,Less than 12 months,No,No,Own it outright,Married/Civil Partnered,25-34,Black or Black British,O level/GCSE,Rural,5.0,,1.0443846,G. Unemployment,Very safe,Very safe,Don't know,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8463,136833130,A (Experiences of the police),Female,5 years but less than 10 years,,No,Buying it with the help of a mortgage or loan,Single,35-44,Asian or Asian British,Degree or diploma,Urban,1.0,,0.77287847,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,0.30329916
8464,136758010,A (Experiences of the police),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Cohabiting,45-54,White,Degree or diploma,Urban,4.0,,2.2069948,,,,,,,,,,,,,Victim of crime,Not very common,Not very common,Fairly common,0.4543802
8465,136735090,A (Experiences of the police),Female,12 months but less than 2 years,Yes,No,Rent it,Single,16-24,White,None,Urban,2.0,,0.45115453,,,,,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not very common,0.5535665
8466,147598240,D (Online Security),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Single,16-24,White,Apprenticeship or A/AS level,Urban,1.0,,3.1099052,A. Too lenient sentencing,A bit unsafe,Fairly safe,Fairly safe,,,,,,,,,Not a victim of crime,Fairly common,Not at all common,Not very common,
8467,136012220,B (Attitudes to the CJS),Male,2 years but less than 3 years,,Yes,Buying it with the help of a mortgage or loan,Cohabiting,35-44,White,Other,Urban,1.0,,0.7313349,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
8468,136318010,A (Experiences of the police),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Divorced,55-64,Black or Black British,Degree or diploma,Urban,4.0,,0.535842,,,,,,,,,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,-1.2152667
8469,137162250,A (Experiences of the police),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,55-64,White,Degree or diploma,Urban,5.0,,0.6660898,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-1.0017428
8470,137121340,B (Attitudes to the CJS),Male,5 years but less than 10 years,,No,Rent it,Married/Civil Partnered,65-74,White,None,Urban,4.0,,1.134024,,,,,,,Not very worried,Not at all worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8471,136374170,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,None,Urban,4.0,,0.81781524,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,0.012643457
8472,135360130,A (Experiences of the police),Female,10 years but less than 20 years,,Yes,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Single,16-24,White,Apprenticeship or A/AS level,Urban,3.0,,0.78503716,,,,,,,,,,,,,Victim of crime,Not very common,Not at all common,Not at all common,1.8881336
8473,147603350,C (Crime prevention and security),Female,20 years or longer,No,No,Rent it,Married/Civil Partnered,65-74,White,None,Urban,2.0,,0.84858316,,,,,Fairly worried,Not very worried,,,Not very worried,Not very worried,Not very worried,0.2983984,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8474,136519190,C (Crime prevention and security),Male,20 years or longer,,No,Own it outright,Widowed,75+,White,Degree or diploma,Urban,5.0,,0.37810877,,,,,Not very worried,Not very worried,,,Not very worried,Not at all worried,Not at all worried,-0.555359,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8475,137140050,A (Experiences of the police),Female,20 years or longer,,No,Rent it,Widowed,75+,White,None,Urban,4.0,,0.77109516,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-1.2152667
8476,135555140,B (Attitudes to the CJS),Female,5 years but less than 10 years,,Yes,Rent it,Single,25-34,White,Apprenticeship or A/AS level,Rural,4.0,,0.5619254,,,,,,,Fairly worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8477,147287290,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Separate,65-74,White,Other,Urban,2.0,,0.27240914,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,-1.2152667
8478,135445250,A (Experiences of the police),Male,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Single,35-44,White,Other,Rural,4.0,,0.3736874,,,,,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not very common,-1.2152667
8479,137065240,D (Online Security),Female,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,O level/GCSE,Urban,5.0,,1.0108159,D. Lack of discipline from parents,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
8480,147409010,A (Experiences of the police),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Rural,4.0,,1.3021291,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.7847148
8481,136120220,B (Attitudes to the CJS),Male,20 years or longer,,Yes,Rent it,Single,16-24,White,Degree or diploma,Urban,5.0,,2.1972618,,,,,,,Not at all worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8482,147334100,B (Attitudes to the CJS),Male,20 years or longer,No,Yes,Rent it,Married/Civil Partnered,25-34,White,Apprenticeship or A/AS level,Urban,2.0,,1.0774229,,,,,,,Not very worried,Fairly worried,,,,,Not a victim of crime,Fairly common,Not very common,Not very common,
8483,136186180,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Widowed,75+,White,Degree or diploma,Urban,5.0,,0.75306416,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8484,147315080,D (Online Security),Male,3 years but less than 5 years,,Yes,Rent it,Cohabiting,35-44,Chinese or Other,Apprenticeship or A/AS level,Urban,4.0,,2.2238529,E. Drugs,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8485,136453300,B (Attitudes to the CJS),Female,20 years or longer,Yes,Yes,Pay part rent and part mortgage (shared ownership),Single,16-24,White,O level/GCSE,Urban,3.0,,2.9503245,,,,,,,Fairly worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8486,135422180,B (Attitudes to the CJS),Female,10 years but less than 20 years,,Yes,Rent it,Cohabiting,55-64,White,Degree or diploma,Urban,4.0,,0.83509743,,,,,,,Not applicable,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8487,137151270,C (Crime prevention and security),Female,10 years but less than 20 years,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,Chinese or Other,None,Urban,4.0,,0.5344526,,,,,Fairly worried,Fairly worried,,,Fairly worried,Fairly worried,Fairly worried,1.4720589,Not a victim of crime,Not very common,Not very common,Not very common,
8488,136720090,A (Experiences of the police),Male,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Cohabiting,35-44,Black or Black British,Apprenticeship or A/AS level,Urban,3.0,,1.2356285,,,,,,,,,,,,,Not a victim of crime,Not coded,Not coded,Not coded,0.012643457
8489,136218270,C (Crime prevention and security),Male,5 years but less than 10 years,No,Yes,Rent it,Cohabiting,16-24,White,Degree or diploma,Urban,4.0,,0.75392896,,,,,Not at all worried,Not at all worried,,,Not at all worried,Not very worried,Not at all worried,-1.079331,Victim of crime,Not very common,Not very common,Not very common,
8490,137214240,D (Online Security),Female,5 years but less than 10 years,,No,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Single,16-24,Chinese or Other,O level/GCSE,Rural,5.0,,2.3734548,J. The economy in general,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8491,137046180,B (Attitudes to the CJS),Female,20 years or longer,,Yes,Rent it,Separate,45-54,White,Degree or diploma,Urban,2.0,,0.5818039,,,,,,,Not very worried,Fairly worried,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
8492,136589190,C (Crime prevention and security),Female,12 months but less than 2 years,Yes,Yes,Rent it,Separate,35-44,Black or Black British,Degree or diploma,Urban,3.0,,0.65009236,,,,,Very worried,Very worried,,,Very worried,Very worried,Very worried,2.9023592,Not a victim of crime,Not very common,Not at all common,Not at all common,
8493,137140300,B (Attitudes to the CJS),Male,2 years but less than 3 years,,Yes,Rent it,Separate,55-64,White,Degree or diploma,Urban,2.0,,1.2775503,,,,,,,Not very worried,Fairly worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8494,136129090,A (Experiences of the police),Male,20 years or longer,,Yes,Own it outright,Single,45-54,White,Degree or diploma,Rural,,4.0,0.30228075,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,0.012643457
8495,147623050,A (Experiences of the police),Male,10 years but less than 20 years,,No,Own it outright,Married/Civil Partnered,65-74,White,Apprenticeship or A/AS level,Rural,4.0,,1.088521,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.6904584
8496,147627310,C (Crime prevention and security),Female,2 years but less than 3 years,No,Yes,Buying it with the help of a mortgage or loan,Cohabiting,35-44,Mixed,Degree or diploma,Urban,5.0,,0.5800031,,,,,Not very worried,Not very worried,,,Not at all worried,Not very worried,Not very worried,-0.22630692,Victim of crime,Not at all common,Not at all common,Not at all common,
8497,147610130,A (Experiences of the police),Male,3 years but less than 5 years,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,1.0,,0.7855851,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,0.792877
8498,136656290,A (Experiences of the police),Male,10 years but less than 20 years,,Yes,Pay part rent and part mortgage (shared ownership),Divorced,65-74,White,Apprenticeship or A/AS level,Urban,4.0,,0.35945868,,,,,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,0.38400063
8499,136347120,D (Online Security),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,55-64,White,Degree or diploma,Urban,5.0,,1.1201254,A. Too lenient sentencing,Very safe,Very safe,Fairly safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8500,136901110,C (Crime prevention and security),Male,Less than 12 months,No,No,Rent it,Single,16-24,White,Degree or diploma,Urban,3.0,,4.450269,,,,,Not at all worried,Not at all worried,,,Not at all worried,Not at all worried,Not at all worried,-1.3885418,Not a victim of crime,Not very common,Not very common,Not very common,
8501,136571110,C (Crime prevention and security),Female,10 years but less than 20 years,,Yes,Own it outright,Divorced,35-44,White,Degree or diploma,Urban,1.0,,0.6203969,,,,,Fairly worried,Not very worried,,,Not very worried,Not very worried,Not very worried,0.2983984,Not a victim of crime,Not very common,Not at all common,Not very common,
8502,136227310,C (Crime prevention and security),Male,12 months but less than 2 years,No,Yes,Buying it with the help of a mortgage or loan,Cohabiting,25-34,White,Apprenticeship or A/AS level,Urban,3.0,,1.3711088,,,,,Fairly worried,Fairly worried,,,Not very worried,Fairly worried,Not at all worried,0.62817985,Victim of crime,Not at all common,Not at all common,Not at all common,
8503,135383180,B (Attitudes to the CJS),Male,10 years but less than 20 years,,Yes,Rent it,Cohabiting,35-44,White,O level/GCSE,Urban,2.0,,1.2380669,,,,,,,Not very worried,Fairly worried,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
8504,136964130,A (Experiences of the police),Female,2 years but less than 3 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,Asian or Asian British,Degree or diploma,Urban,1.0,,1.3601127,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,0.30329916
8505,137066180,B (Attitudes to the CJS),Male,5 years but less than 10 years,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,,Degree or diploma,Rural,3.0,,0.40271974,,,,,,,Not applicable,,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,
8506,136696220,B (Attitudes to the CJS),Female,3 years but less than 5 years,,Yes,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Single,25-34,Black or Black British,Degree or diploma,Urban,1.0,,4.4304132,,,,,,,,,,,,,Victim of crime,Not very common,Not at all common,Not at all common,
8507,136206170,A (Experiences of the police),Female,Less than 12 months,No,Yes,Rent it,Cohabiting,45-54,White,Apprenticeship or A/AS level,Rural,3.0,,0.5852143,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-1.0017428
8508,147419070,C (Crime prevention and security),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Divorced,65-74,White,None,Urban,1.0,,0.37688676,,,,,Not very worried,Not at all worried,,,Not at all worried,Not at all worried,Not at all worried,-1.131902,Not a victim of crime,Not very common,Not at all common,Not very common,
8509,136100250,A (Experiences of the police),Male,20 years or longer,,No,Rent it,Married/Civil Partnered,35-44,White,O level/GCSE,Urban,2.0,,0.8507526,,,,,,,,,,,,,Victim of crime,Not very common,Not at all common,Not at all common,1.1531365
8510,136412140,B (Attitudes to the CJS),Female,12 months but less than 2 years,Yes,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,Asian or Asian British,Degree or diploma,Urban,2.0,,1.2077351,,,,,,,Very worried,Very worried,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
8511,137133060,B (Attitudes to the CJS),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Cohabiting,35-44,White,O level/GCSE,Urban,1.0,,2.6305249,,,,,,,Fairly worried,Fairly worried,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
8512,136609210,A (Experiences of the police),Female,12 months but less than 2 years,Yes,Yes,Rent it,Separate,25-34,White,Degree or diploma,Urban,2.0,,0.27174988,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,-0.6741749
8513,136282220,B (Attitudes to the CJS),Female,20 years or longer,,No,Rent it,Single,35-44,Black or Black British,O level/GCSE,Urban,1.0,,0.64265084,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
8514,136607210,A (Experiences of the police),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,O level/GCSE,Urban,3.0,,1.0067462,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.4494661
8515,137046160,D (Online Security),Female,2 years but less than 3 years,,No,Rent it,Separate,25-34,White,O level/GCSE,Urban,2.0,,0.556119,K. Peer pressure,Fairly safe,Fairly safe,Very unsafe,,,,,,,,,Victim of crime,Not very common,Not at all common,Not at all common,
8516,136605090,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Widowed,65-74,White,O level/GCSE,Urban,4.0,,0.2545601,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.21206532
8517,136894240,D (Online Security),Male,10 years but less than 20 years,,Yes,Rent it,Single,25-34,White,O level/GCSE,Rural,3.0,,2.0451255,D. Lack of discipline from parents,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8518,135373200,D (Online Security),Female,3 years but less than 5 years,,Yes,Rent it,Single,35-44,White,None,Urban,3.0,,0.5665103,B. Poverty,A bit unsafe,Fairly safe,Very safe,,,,,,,,,Victim of crime,Not very common,Not very common,Not very common,
8519,147468190,C (Crime prevention and security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,O level/GCSE,Rural,4.0,,2.0864162,,,,,Very worried,Very worried,,,Very worried,Very worried,Very worried,2.9023592,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8520,147411060,B (Attitudes to the CJS),Male,20 years or longer,,Yes,Own it outright,Single,55-64,White,O level/GCSE,Urban,1.0,,0.29516393,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
8521,137121020,B (Attitudes to the CJS),Male,12 months but less than 2 years,Yes,Yes,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Cohabiting,45-54,White,Other,Urban,3.0,,1.2052659,,,,,,,Fairly worried,Fairly worried,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
8522,136257170,A (Experiences of the police),Male,2 years but less than 3 years,No,No,Rent it,Single,16-24,White,Apprenticeship or A/AS level,Urban,4.0,,0.78410673,,,,,,,,,,,,,Victim of crime,Fairly common,Not at all common,Not very common,0.02892697
8523,137062130,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,None,Rural,3.0,,0.8775847,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.7255201
8524,136464280,D (Online Security),Female,20 years or longer,,No,Own it outright,Widowed,65-74,White,None,Urban,1.0,,0.4644918,D. Lack of discipline from parents,Fairly safe,Fairly safe,Fairly safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
8525,136962150,C (Crime prevention and security),Male,10 years but less than 20 years,,No,Own it outright,Married/Civil Partnered,65-74,White,None,Urban,3.0,,1.1251941,,,,,Very worried,Fairly worried,,,Not applicable,Fairly worried,Fairly worried,,Not a victim of crime,Not very common,Not very common,Not very common,
8526,136111220,B (Attitudes to the CJS),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,O level/GCSE,Rural,4.0,,0.6624756,,,,,,,Not at all worried,Not at all worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8527,136628210,A (Experiences of the police),Male,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,45-54,White,O level/GCSE,Urban,4.0,,2.482763,,,,,,,,,,,,,Not a victim of crime,Fairly common,Fairly common,Not very common,-0.49730727
8528,136223160,D (Online Security),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Cohabiting,55-64,White,O level/GCSE,Urban,1.0,,1.8783734,E. Drugs,A bit unsafe,Fairly safe,A bit unsafe,,,,,,,,,Not a victim of crime,Fairly common,Not at all common,Not very common,
8529,136643260,B (Attitudes to the CJS),Female,10 years but less than 20 years,,No,Rent it,Divorced,45-54,White,O level/GCSE,Urban,1.0,,1.0515769,,,,,,,Very worried,Not very worried,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
8530,147442010,A (Experiences of the police),Male,5 years but less than 10 years,,Yes,Own it outright,Married/Civil Partnered,45-54,White,O level/GCSE,Rural,4.0,,1.4477232,,,,,,,,,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,-1.2152667
8531,147560190,C (Crime prevention and security),Female,20 years or longer,,No,Own it outright,Widowed,75+,White,Other,Urban,5.0,,0.3147252,,,,,Not at all worried,Not at all worried,,,Not at all worried,Not at all worried,Not at all worried,-1.3885418,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8532,136258160,D (Online Security),Male,5 years but less than 10 years,,No,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Single,16-24,White,O level/GCSE,Rural,3.0,,2.0695927,B. Poverty,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8533,136343020,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Widowed,75+,White,Degree or diploma,Urban,5.0,,0.45128572,,,,,,,Not at all worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8534,147352190,C (Crime prevention and security),Male,20 years or longer,,No,Rent it,Divorced,75+,White,None,Urban,2.0,,0.28011176,,,,,Not very worried,Not very worried,,,Not very worried,Not very worried,Not at all worried,-0.24614827,Not a victim of crime,Not very common,Not at all common,Not at all common,
8535,136555140,B (Attitudes to the CJS),Female,10 years but less than 20 years,,No,Own it outright,Single,55-64,White,Degree or diploma,Urban,3.0,,0.5826882,,,,,,,Not very worried,Fairly worried,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,
8536,136515020,B (Attitudes to the CJS),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Cohabiting,35-44,White,Apprenticeship or A/AS level,Urban,1.0,,0.9330323,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
8537,136452020,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Single,16-24,Asian or Asian British,O level/GCSE,Urban,1.0,,2.2717104,,,,,,,Not very worried,Very worried,,,,,Not a victim of crime,Not very common,Not at all common,Not very common,
8538,136504200,D (Online Security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,Other,Rural,3.0,,1.1840396,I. Too few police,Very unsafe,Very safe,Fairly safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8539,147638080,D (Online Security),Male,5 years but less than 10 years,,Yes,Rent it,Single,25-34,White,Degree or diploma,Urban,,5.0,0.79292923,I. Too few police,Fairly safe,Fairly safe,Fairly safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
8540,147543170,A (Experiences of the police),Female,20 years or longer,,No,Rent it,Widowed,75+,White,None,Urban,4.0,,0.7679166,,,,,,,,,,,,,Victim of crime,Not very common,Not at all common,Not at all common,-0.56351006
8541,136677160,D (Online Security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,Apprenticeship or A/AS level,Rural,,4.0,0.44531363,G. Unemployment,A bit unsafe,Very safe,Fairly safe,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
8542,136538320,D (Online Security),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,55-64,White,Other,Rural,,4.0,0.5337447,E. Drugs,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
8543,136697060,B (Attitudes to the CJS),Male,20 years or longer,,No,Rent it,Married/Civil Partnered,65-74,White,Degree or diploma,Urban,2.0,,1.8900719,,,,,,,Not at all worried,Not at all worried,,,,,Not a victim of crime,Not very common,Not very common,Fairly common,
8544,147461330,A (Experiences of the police),Male,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Divorced,55-64,White,Degree or diploma,Urban,5.0,,0.6245265,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.018914172
8545,147479100,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Widowed,55-64,White,None,Urban,2.0,,1.0804592,,,,,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
8546,136610030,C (Crime prevention and security),Male,20 years or longer,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,55-64,Chinese or Other,O level/GCSE,Urban,3.0,,0.5568379,,,,,Not very worried,Not very worried,,,Not at all worried,Not at all worried,Not very worried,-0.53551763,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8547,136023010,A (Experiences of the police),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,O level/GCSE,Urban,5.0,,1.0181276,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,-0.48828807
8548,137152300,B (Attitudes to the CJS),Female,20 years or longer,,No,Buying it with the help of a mortgage or loan,Single,35-44,White,Other,Urban,2.0,,1.7990599,,,,,,,Not at all worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8549,136996230,C (Crime prevention and security),Female,3 years but less than 5 years,,Yes,Rent it,Single,25-34,White,Degree or diploma,Urban,5.0,,0.6189616,,,,,Not very worried,Not very worried,,,Not very worried,Not very worried,Not at all worried,-0.24614827,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8550,136128050,A (Experiences of the police),Male,5 years but less than 10 years,No,Yes,Buying it with the help of a mortgage or loan,Single,25-34,White,O level/GCSE,Rural,,4.0,0.3622538,,,,,,,,,,,,,Victim of crime,Not very common,Not very common,Not very common,-1.2152667
8551,137167280,D (Online Security),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,Degree or diploma,Rural,5.0,,1.0587217,E. Drugs,Fairly safe,Fairly safe,Very safe,,,,,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,
8552,136888080,D (Online Security),Male,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,Mixed,Apprenticeship or A/AS level,Urban,3.0,,0.8001361,B. Poverty,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
8553,147561120,D (Online Security),Male,20 years or longer,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,White,O level/GCSE,Rural,1.0,,1.0082805,A. Too lenient sentencing,Very safe,Very safe,Very safe,,,,,,,,,Victim of crime,Fairly common,Fairly common,Fairly common,
8554,136643180,B (Attitudes to the CJS),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Single,35-44,White,O level/GCSE,Urban,1.0,,0.570478,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
8555,136856290,A (Experiences of the police),Female,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,65-74,White,None,Urban,4.0,,1.6932913,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-1.0017428
8556,136105080,D (Online Security),Male,10 years but less than 20 years,,Yes,Rent it,Married/Civil Partnered,55-64,White,Degree or diploma,Urban,2.0,,0.84412336,E. Drugs,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
8557,136623170,A (Experiences of the police),Male,3 years but less than 5 years,,Yes,Rent it,Married/Civil Partnered,25-34,White,None,Urban,3.0,,1.677921,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,2.9428267
8558,136702040,D (Online Security),Female,3 years but less than 5 years,,No,Rent it,Single,25-34,White,Apprenticeship or A/AS level,Urban,4.0,,0.6032523,Spontaneous: None of these,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
8559,147301090,A (Experiences of the police),Female,20 years or longer,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,White,Degree or diploma,Urban,2.0,,0.6683177,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,0.95665014
8560,147453230,C (Crime prevention and security),Female,10 years but less than 20 years,,No,Own it outright,Divorced,55-64,White,Degree or diploma,Rural,3.0,,0.57302105,,,,,Not very worried,Not very worried,,,Not at all worried,Not very worried,Not at all worried,-0.5142137,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8561,137045280,D (Online Security),Female,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Cohabiting,55-64,White,Degree or diploma,Urban,5.0,,0.968799,B. Poverty,Fairly safe,Very safe,Fairly safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
8562,147525070,C (Crime prevention and security),Female,10 years but less than 20 years,,No,Own it outright,Widowed,65-74,White,O level/GCSE,Urban,4.0,,0.57453334,,,,,Not very worried,Not very worried,,,Not very worried,Not very worried,Not at all worried,-0.24614827,Not a victim of crime,Not very common,Not very common,Not very common,
8563,136075100,B (Attitudes to the CJS),Male,10 years but less than 20 years,,No,Own it outright,Married/Civil Partnered,65-74,White,Degree or diploma,Urban,5.0,,1.1020888,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
